"exposure","outcome","OR","CI_low","CI_high","p_value","RR_approx","Evalue_point","Evalue_CIbound"
"MEP","IR_binary",0.968058348409622,0.793385226409878,1.18118781990203,0.742049775852313,0.983899562155418,1.14532777946711,NA
"MnBP","IR_binary",1.07129801241979,0.908876587559357,1.26274507135947,0.400235845345349,1.03503527109939,1.22546305615294,1
"MiBP","IR_binary",1.29653625762519,1.11498994372108,1.5076425368705,0.00134621525012938,1.13865546045553,1.53599762681805,1.29895162622785
"MBzP","IR_binary",1.2645406661196,1.07620172565888,1.48583955790557,0.00564441760896736,1.12451797056321,1.4987140362245,1.23437933749397
"MEHP","IR_binary",0.949229643032302,0.798726959278446,1.12809127668009,0.543381193727442,0.974284169548239,1.19098882842208,NA
"MEHHP","IR_binary",1.04419071279966,0.896877326354851,1.2157005341282,0.56685636580217,1.02185650303732,1.17130284712891,1
"MEOHP","IR_binary",1.02935932212134,0.886559964472221,1.1951595566002,0.695965015719339,1.01457346807481,1.13617056527098,1
"MECPP","IR_binary",1.00186542389575,0.866739963714844,1.15805705242412,0.979278327814161,1.00093227737732,1.03147972438075,1
"Sum-DEHP","IR_binary",1.02541618228754,0.884523106596354,1.18875170027297,0.731927885512336,1.01262835348786,1.12571163607055,1
